,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,casual,registered,cnt,windspeed
233,234,2011-01-11,spring,0,1,0,0,Tuesday,Yes,Clear,0.14,0.1667,0.59,2,10,12,0.1045
234,235,2011-01-11,spring,0,1,1,0,Tuesday,Yes,Clear,0.14,0.1515,0.59,0,3,3,0.1642
235,236,2011-01-11,spring,0,1,2,0,Tuesday,Yes,Cloudy,0.16,0.1515,0.55,0,3,3,0.19399999999999998
236,237,2011-01-11,spring,0,1,5,0,Tuesday,Yes,Cloudy,0.16,0.1818,0.55,0,6,6,0.1343
237,238,2011-01-11,spring,0,1,6,0,Tuesday,Yes,Cloudy,0.16,0.1818,0.55,0,27,27,0.1343
238,239,2011-01-11,spring,0,1,7,0,Tuesday,Yes,Cloudy,0.16,0.2273,0.55,2,97,99,0.0
239,240,2011-01-11,spring,0,1,8,0,Tuesday,Yes,Cloudy,0.18,0.2121,0.51,3,214,217,0.0896
240,241,2011-01-11,spring,0,1,9,0,Tuesday,Yes,Cloudy,0.18,0.19699999999999998,0.51,3,127,130,
241,242,2011-01-11,spring,0,1,10,0,Tuesday,Yes,Cloudy,0.2,0.2121,0.51,3,51,54,0.1642
242,243,2011-01-11,spring,0,1,11,0,Tuesday,Yes,Cloudy,0.2,0.2121,0.47,4,31,35,0.1343
243,244,2011-01-11,spring,0,1,12,0,Tuesday,Yes,Cloudy,0.2,0.2273,0.51,2,55,57,0.1045
244,245,2011-01-11,spring,0,1,13,0,Tuesday,Yes,Cloudy,0.2,0.2273,0.59,6,46,52,0.0896
245,246,2011-01-11,spring,0,1,14,0,Tuesday,Yes,Cloudy,0.2,0.2273,0.59,3,60,63,0.0896
246,247,2011-01-11,spring,0,1,15,0,Tuesday,Yes,Cloudy,0.16,0.19699999999999998,0.8,2,45,47,0.0896
247,248,2011-01-11,spring,0,1,16,0,Tuesday,Yes,Cloudy,0.16,0.1515,0.86,4,72,76,0.2239
248,249,2011-01-11,spring,0,1,17,0,Tuesday,Yes,Cloudy,0.16,0.1515,0.86,6,130,136,0.2239
249,250,2011-01-11,spring,0,1,18,0,Tuesday,Yes,Rainy,0.16,0.1818,0.93,1,94,95,0.1045
250,251,2011-01-11,spring,0,1,19,0,Tuesday,Yes,Rainy,0.16,0.2273,0.93,0,51,51,0.0
251,252,2011-01-11,spring,0,1,20,0,Tuesday,Yes,Rainy,0.16,0.1515,0.93,0,32,32,0.19399999999999998
252,253,2011-01-11,spring,0,1,21,0,Tuesday,Yes,Rainy,0.16,0.19699999999999998,0.86,0,20,20,0.0896
253,254,2011-01-11,spring,0,1,22,0,Tuesday,Yes,Rainy,0.16,0.1818,0.93,1,28,29,0.1045
254,255,2011-01-11,spring,0,1,23,0,Tuesday,Yes,Rainy,0.16,0.19699999999999998,0.93,1,18,19,0.0896
255,256,2011-01-12,spring,0,1,0,0,Wednesday,Yes,Cloudy,0.16,0.19699999999999998,0.86,0,7,7,0.0896
256,257,2011-01-12,spring,0,1,1,0,Wednesday,Yes,Cloudy,0.16,0.1818,0.86,0,6,6,0.1045
257,258,2011-01-12,spring,0,1,2,0,Wednesday,Yes,Clear,0.14,0.1515,0.86,0,1,1,0.1343
258,259,2011-01-12,spring,0,1,5,0,Wednesday,Yes,Clear,0.14,0.1515,0.86,0,5,5,0.1642
259,260,2011-01-12,spring,0,1,6,0,Wednesday,Yes,Clear,0.12,0.1515,0.93,0,16,16,0.1343
260,261,2011-01-12,spring,0,1,7,0,Wednesday,Yes,Clear,0.14,0.1515,0.69,0,54,54,0.1343
261,262,2011-01-12,spring,0,1,8,0,Wednesday,Yes,Clear,0.16,0.1667,0.59,3,125,128,0.1642
262,263,2011-01-12,spring,0,1,9,0,Wednesday,Yes,Clear,0.16,0.1364,0.59,3,78,81,0.3284
263,264,2011-01-12,spring,0,1,10,0,Wednesday,Yes,Clear,0.18,0.1818,0.55,0,39,39,0.2239
264,265,2011-01-12,spring,0,1,11,0,Wednesday,Yes,Clear,0.2,0.1818,0.51,3,32,35,0.3881
265,266,2011-01-12,spring,0,1,12,0,Wednesday,Yes,Clear,0.2,0.1515,0.47,3,52,55,0.5821
266,267,2011-01-12,spring,0,1,13,0,Wednesday,Yes,Clear,0.22,0.19699999999999998,0.44,0,49,49,0.3582
267,268,2011-01-12,spring,0,1,14,0,Wednesday,Yes,Clear,0.2,0.1818,0.47,0,44,44,0.3284
268,269,2011-01-12,spring,0,1,15,0,Wednesday,Yes,Clear,0.2,0.1667,0.47,1,48,49,0.4179
269,270,2011-01-12,spring,0,1,16,0,Wednesday,Yes,Clear,0.22,0.19699999999999998,0.44,5,63,68,0.3284
270,271,2011-01-12,spring,0,1,17,0,Wednesday,Yes,Clear,0.2,0.1818,0.47,0,139,139,0.3582
271,272,2011-01-12,spring,0,1,18,0,Wednesday,Yes,Clear,0.2,0.1515,0.47,2,135,137,0.5224
272,273,2011-01-12,spring,0,1,19,0,Wednesday,Yes,Clear,0.18,0.1515,0.47,1,82,83,0.4179
273,274,2011-01-12,spring,0,1,20,0,Wednesday,Yes,Clear,0.16,0.1364,0.5,2,54,56,0.3284
274,275,2011-01-12,spring,0,1,21,0,Wednesday,Yes,Clear,0.16,0.1364,0.55,0,57,57,0.3284
275,276,2011-01-12,spring,0,1,22,0,Wednesday,Yes,Clear,0.16,0.1212,0.55,1,32,33,0.4478
276,277,2011-01-12,spring,0,1,23,0,Wednesday,Yes,Clear,0.14,0.1061,0.59,1,19,20,
277,278,2011-01-13,spring,0,1,0,0,Thursday,Yes,Clear,0.14,0.1212,0.59,1,6,7,0.2836
278,279,2011-01-13,spring,0,1,1,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0,2,2,0.2836
279,280,2011-01-13,spring,0,1,2,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0,2,2,0.3582
280,281,2011-01-13,spring,0,1,3,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0,3,3,0.3284
281,282,2011-01-13,spring,0,1,4,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0,4,4,0.2537
282,283,2011-01-13,spring,0,1,5,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0,3,3,0.2985
283,284,2011-01-13,spring,0,1,6,0,Thursday,Yes,Clear,0.12,0.1515,0.54,0,28,28,0.1343
284,285,2011-01-13,spring,0,1,7,0,Thursday,Yes,Clear,0.12,0.1515,0.54,0,72,72,0.1343
285,286,2011-01-13,spring,0,1,8,0,Thursday,Yes,Clear,0.14,0.1364,0.5,5,197,202,0.19399999999999998
286,287,2011-01-13,spring,0,1,9,0,Thursday,Yes,Clear,0.14,0.1212,0.5,2,137,139,0.3284
287,288,2011-01-13,spring,0,1,10,0,Thursday,Yes,Cloudy,0.16,0.1364,0.5,2,36,38,0.3582
288,289,2011-01-13,spring,0,1,11,0,Thursday,Yes,Cloudy,0.2,0.1667,0.44,4,33,37,0.4478
289,290,2011-01-13,spring,0,1,12,0,Thursday,Yes,Clear,0.2,0.1667,0.44,3,49,52,0.4179
290,291,2011-01-13,spring,0,1,13,0,Thursday,Yes,Clear,0.22,0.19699999999999998,0.41,2,81,83,0.4478
291,292,2011-01-13,spring,0,1,14,0,Thursday,Yes,Clear,0.22,0.19699999999999998,0.41,3,39,42,0.3881
292,293,2011-01-13,spring,0,1,15,0,Thursday,Yes,Clear,0.24,0.2121,0.38,5,55,60,0.2985
293,294,2011-01-13,spring,0,1,16,0,Thursday,Yes,Clear,0.24,0.2121,0.38,2,76,78,0.3582
294,295,2011-01-13,spring,0,1,17,0,Thursday,Yes,Clear,0.2,0.1818,0.4,4,158,162,0.2836
295,296,2011-01-13,spring,0,1,18,0,Thursday,Yes,Clear,0.2,0.1818,0.4,3,141,144,0.3284
296,297,2011-01-13,spring,0,1,19,0,Thursday,Yes,Clear,0.16,0.1515,0.47,1,98,99,0.2537
297,298,2011-01-13,spring,0,1,20,0,Thursday,Yes,Clear,0.16,0.1515,0.47,0,64,64,0.2239
298,299,2011-01-13,spring,0,1,21,0,Thursday,Yes,Clear,0.14,0.1212,0.46,0,40,40,0.2985
299,300,2011-01-13,spring,0,1,22,0,Thursday,Yes,Clear,0.14,0.1212,0.46,0,30,30,0.3284
300,301,2011-01-13,spring,0,1,23,0,Thursday,Yes,Clear,0.12,0.1364,0.5,1,14,15,0.19399999999999998
301,302,2011-01-14,spring,0,1,0,0,Friday,Yes,Clear,0.12,0.1364,0.5,0,14,14,0.19399999999999998
302,303,2011-01-14,spring,0,1,1,0,Friday,Yes,Clear,0.1,0.1212,0.54,0,5,5,0.1642
303,304,2011-01-14,spring,0,1,2,0,Friday,Yes,Clear,0.1,0.1212,0.54,0,1,1,0.1343
304,305,2011-01-14,spring,0,1,3,0,Friday,Yes,Clear,0.1,0.1364,0.54,0,1,1,0.1045
305,306,2011-01-14,spring,0,1,5,0,Friday,Yes,Clear,0.1,0.1364,0.54,0,8,8,0.0896
306,307,2011-01-14,spring,0,1,6,0,Friday,Yes,Clear,0.1,0.1818,0.54,0,17,17,0.0
307,308,2011-01-14,spring,0,1,7,0,Friday,Yes,Clear,0.1,0.1212,0.74,0,70,70,0.1642
308,309,2011-01-14,spring,0,1,8,0,Friday,Yes,Clear,0.12,0.1667,0.68,2,156,158,0.0
309,310,2011-01-14,spring,0,1,9,0,Friday,Yes,Clear,0.14,0.1515,0.69,0,117,117,0.1343
310,311,2011-01-14,spring,0,1,10,0,Friday,Yes,Clear,0.18,0.1818,0.55,4,40,44,
311,312,2011-01-14,spring,0,1,11,0,Friday,Yes,Clear,0.18,0.1667,0.51,6,47,53,0.2836
312,313,2011-01-14,spring,0,1,12,0,Friday,Yes,Clear,0.2,0.19699999999999998,0.44,2,59,61,0.2537
313,314,2011-01-14,spring,0,1,13,0,Friday,Yes,Clear,0.22,0.19699999999999998,0.37,4,73,77,0.3881
314,315,2011-01-14,spring,0,1,14,0,Friday,Yes,Clear,0.22,0.2121,0.41,5,59,64,0.2836
315,316,2011-01-14,spring,0,1,15,0,Friday,Yes,Clear,0.24,0.2424,0.38,9,59,68,0.1642
316,317,2011-01-14,spring,0,1,16,0,Friday,Yes,Clear,0.22,0.2424,0.41,3,87,90,0.1045
317,318,2011-01-14,spring,0,1,17,0,Friday,Yes,Clear,0.22,0.2273,0.41,4,155,159,0.1642
318,319,2011-01-14,spring,0,1,18,0,Friday,Yes,Clear,0.2,0.2576,0.47,5,134,139,0.0
319,320,2011-01-14,spring,0,1,19,0,Friday,Yes,Clear,0.16,0.19699999999999998,0.59,3,89,92,0.0896
320,321,2011-01-14,spring,0,1,20,0,Friday,Yes,Clear,0.18,0.2424,0.59,0,68,68,0.0
321,322,2011-01-14,spring,0,1,21,0,Friday,Yes,Clear,0.16,0.2273,0.69,4,48,52,0.0
322,323,2011-01-14,spring,0,1,22,0,Friday,Yes,Cloudy,0.16,0.2273,0.69,2,34,36,0.0
323,324,2011-01-14,spring,0,1,23,0,Friday,Yes,Cloudy,0.18,0.2424,0.55,1,26,27,0.0
324,325,2011-01-15,spring,0,1,0,0,Saturday,No,Clear,0.18,0.2424,0.55,3,25,28,0.0
325,326,2011-01-15,spring,0,1,1,0,Saturday,No,Cloudy,0.16,0.19699999999999998,0.59,2,18,20,
326,327,2011-01-15,spring,0,1,2,0,Saturday,No,Cloudy,0.16,0.19699999999999998,0.59,0,12,12,0.0896
327,328,2011-01-15,spring,0,1,3,0,Saturday,No,Cloudy,0.16,0.2273,0.59,1,7,8,0.0
328,329,2011-01-15,spring,0,1,4,0,Saturday,No,Cloudy,0.16,0.2273,0.59,0,5,5,0.0
329,330,2011-01-15,spring,0,1,5,0,Saturday,No,Clear,0.16,0.2273,0.59,0,1,1,0.0
330,331,2011-01-15,spring,0,1,6,0,Saturday,No,Clear,0.14,0.1667,0.63,1,2,3,0.1045
331,332,2011-01-15,spring,0,1,7,0,Saturday,No,Clear,0.14,0.2121,0.63,1,9,10,0.0
332,333,2011-01-15,spring,0,1,8,0,Saturday,No,Clear,0.14,0.1515,0.63,1,22,23,0.1343
333,334,2011-01-15,spring,0,1,9,0,Saturday,No,Clear,0.16,0.1818,0.64,2,31,33,0.1343
334,335,2011-01-15,spring,0,1,10,0,Saturday,No,Clear,0.18,0.19699999999999998,0.59,2,57,59,0.1642
335,336,2011-01-15,spring,0,1,11,0,Saturday,No,Clear,0.2,0.19699999999999998,0.55,18,54,72,0.2239
336,337,2011-01-15,spring,0,1,12,0,Saturday,No,Clear,0.24,0.2273,0.48,15,74,89,0.2239
337,338,2011-01-15,spring,0,1,13,0,Saturday,No,Clear,0.28,0.2576,0.38,21,80,101,0.2985
338,339,2011-01-15,spring,0,1,14,0,Saturday,No,Clear,0.3,0.2879,0.39,26,92,118,0.2836
339,340,2011-01-15,spring,0,1,15,0,Saturday,No,Cloudy,0.32,0.3182,0.36,21,108,129,0.19399999999999998
340,341,2011-01-15,spring,0,1,16,0,Saturday,No,Cloudy,0.34,0.3333,0.34,33,95,128,0.19399999999999998
341,342,2011-01-15,spring,0,1,17,0,Saturday,No,Cloudy,0.32,0.303,0.36,29,54,83,0.2836
342,343,2011-01-15,spring,0,1,18,0,Saturday,No,Cloudy,0.3,0.2879,0.45,15,69,84,
343,344,2011-01-15,spring,0,1,19,0,Saturday,No,Cloudy,0.32,0.303,0.39,14,60,74,0.2537
344,345,2011-01-15,spring,0,1,20,0,Saturday,No,Cloudy,0.32,0.303,0.39,6,35,41,
345,346,2011-01-15,spring,0,1,21,0,Saturday,No,Cloudy,0.32,0.303,0.39,6,51,57,0.2239
346,347,2011-01-15,spring,0,1,22,0,Saturday,No,Cloudy,0.3,0.3182,0.42,0,26,26,0.1045
347,348,2011-01-15,spring,0,1,23,0,Saturday,No,Clear,0.3,0.2879,0.45,5,39,44,0.2836
348,349,2011-01-16,spring,0,1,0,0,Sunday,No,Clear,0.26,0.303,0.56,6,33,39,0.0
349,350,2011-01-16,spring,0,1,1,0,Sunday,No,Clear,0.26,0.2727,0.56,4,19,23,0.1343
350,351,2011-01-16,spring,0,1,2,0,Sunday,No,Clear,0.26,0.2879,0.56,3,13,16,
351,352,2011-01-16,spring,0,1,3,0,Sunday,No,Clear,0.22,0.2727,0.69,9,6,15,0.0
352,353,2011-01-16,spring,0,1,4,0,Sunday,No,Clear,0.26,0.2576,0.56,0,1,1,0.1642
353,354,2011-01-16,spring,0,1,5,0,Sunday,No,Cloudy,0.26,0.2576,0.56,1,1,2,0.1642
354,355,2011-01-16,spring,0,1,6,0,Sunday,No,Cloudy,0.26,0.2576,0.56,0,1,1,0.1642
355,356,2011-01-16,spring,0,1,7,0,Sunday,No,Cloudy,0.24,0.2121,0.56,0,3,3,0.2985
356,357,2011-01-16,spring,0,1,8,0,Sunday,No,Clear,0.22,0.2121,0.55,0,18,18,0.2836
357,358,2011-01-16,spring,0,1,9,0,Sunday,No,Clear,0.22,0.2121,0.51,3,29,32,0.2537
358,359,2011-01-16,spring,0,1,10,0,Sunday,No,Clear,0.22,0.2121,0.51,8,71,79,0.2836
359,360,2011-01-16,spring,0,1,11,0,Sunday,No,Clear,0.24,0.2273,0.44,23,70,93,0.2537
360,361,2011-01-16,spring,0,1,12,0,Sunday,No,Clear,0.24,0.2121,0.41,29,75,104,0.2836
361,362,2011-01-16,spring,0,1,13,0,Sunday,No,Clear,0.26,0.2273,0.35,23,95,118,0.2985
362,363,2011-01-16,spring,0,1,14,0,Sunday,No,Clear,0.28,0.2727,0.36,22,69,91,0.2537
363,364,2011-01-16,spring,0,1,15,0,Sunday,No,Clear,0.26,0.2424,0.38,35,78,113,0.2537
364,365,2011-01-16,spring,0,1,16,0,Sunday,No,Clear,0.24,0.2273,0.38,22,77,99,0.2239
365,366,2011-01-16,spring,0,1,17,0,Sunday,No,Clear,0.22,0.2121,0.37,23,82,105,0.2537
366,367,2011-01-16,spring,0,1,18,0,Sunday,No,Clear,0.2,0.2121,0.4,11,56,67,0.1642
367,368,2011-01-16,spring,0,1,19,0,Sunday,No,Clear,0.18,0.19699999999999998,0.47,14,47,61,0.1343
368,369,2011-01-16,spring,0,1,20,0,Sunday,No,Clear,0.18,0.19699999999999998,0.47,7,50,57,0.1642
369,370,2011-01-16,spring,0,1,21,0,Sunday,No,Clear,0.18,0.19699999999999998,0.51,6,22,28,
370,371,2011-01-16,spring,0,1,22,0,Sunday,No,Cloudy,0.2,0.2121,0.49,2,19,21,0.1343
371,372,2011-01-16,spring,0,1,23,0,Sunday,No,Cloudy,0.2,0.2273,0.4,0,18,18,0.1045
372,373,2011-01-17,spring,0,1,0,1,Monday,No,Cloudy,0.2,0.19699999999999998,0.47,1,16,17,0.2239
373,374,2011-01-17,spring,0,1,1,1,Monday,No,Cloudy,0.2,0.19699999999999998,0.44,1,15,16,0.19399999999999998
374,375,2011-01-17,spring,0,1,2,1,Monday,No,Cloudy,0.18,0.1667,0.43,0,8,8,0.2537
375,376,2011-01-17,spring,0,1,3,1,Monday,No,Cloudy,0.18,0.1818,0.43,0,2,2,0.19399999999999998
376,377,2011-01-17,spring,0,1,4,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.43,1,2,3,0.1343
377,378,2011-01-17,spring,0,1,5,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.43,0,1,1,0.1642
378,379,2011-01-17,spring,0,1,6,1,Monday,No,Cloudy,0.18,0.1818,0.43,0,5,5,0.19399999999999998
379,380,2011-01-17,spring,0,1,7,1,Monday,No,Cloudy,0.16,0.1818,0.5,4,9,13,0.1343
380,381,2011-01-17,spring,0,1,8,1,Monday,No,Cloudy,0.16,0.1515,0.47,3,30,33,0.2239
381,382,2011-01-17,spring,0,1,9,1,Monday,No,Cloudy,0.16,0.1515,0.47,8,39,47,0.2239
382,383,2011-01-17,spring,0,1,10,1,Monday,No,Cloudy,0.16,0.1515,0.5,7,50,57,0.2537
383,384,2011-01-17,spring,0,1,11,1,Monday,No,Cloudy,0.16,0.1515,0.55,9,55,64,0.19399999999999998
384,385,2011-01-17,spring,0,1,12,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.47,10,70,80,0.1343
385,386,2011-01-17,spring,0,1,13,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.47,13,80,93,0.1343
386,387,2011-01-17,spring,0,1,14,1,Monday,No,Cloudy,0.18,0.2121,0.43,12,74,86,0.1045
387,388,2011-01-17,spring,0,1,15,1,Monday,No,Cloudy,0.2,0.2121,0.47,21,72,93,0.1642
388,389,2011-01-17,spring,0,1,16,1,Monday,No,Cloudy,0.2,0.2121,0.47,6,76,82,0.1642
389,390,2011-01-17,spring,0,1,17,1,Monday,No,Clear,0.2,0.19699999999999998,0.51,4,67,71,0.19399999999999998
390,391,2011-01-17,spring,0,1,18,1,Monday,No,Cloudy,0.18,0.1667,0.55,7,85,92,0.2537
391,392,2011-01-17,spring,0,1,19,1,Monday,No,Rainy,0.18,0.1818,0.59,2,58,60,0.19399999999999998
392,393,2011-01-17,spring,0,1,20,1,Monday,No,Rainy,0.16,0.1515,0.8,4,29,33,0.19399999999999998
393,394,2011-01-17,spring,0,1,21,1,Monday,No,Rainy,0.16,0.1515,0.8,3,24,27,0.19399999999999998
394,395,2011-01-17,spring,0,1,22,1,Monday,No,Rainy,0.14,0.1212,0.93,0,13,13,0.2537
395,396,2011-01-17,spring,0,1,23,1,Monday,No,Rainy,0.16,0.1364,0.86,1,3,4,0.2836
396,397,2011-01-18,spring,0,1,12,0,Tuesday,Yes,Cloudy,0.2,0.1818,0.86,0,3,3,0.3284
397,398,2011-01-18,spring,0,1,13,0,Tuesday,Yes,Cloudy,0.2,0.19699999999999998,0.86,0,22,22,0.2239
398,399,2011-01-18,spring,0,1,14,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.8,2,26,28,0.1642
399,400,2011-01-18,spring,0,1,15,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.87,3,32,35,0.1642
400,401,2011-01-18,spring,0,1,16,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.87,0,61,61,0.19399999999999998
401,402,2011-01-18,spring,0,1,17,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.82,1,124,125,0.19399999999999998
402,403,2011-01-18,spring,0,1,18,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.8,1,132,133,0.1642
403,404,2011-01-18,spring,0,1,19,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.8,1,98,99,0.1343
404,405,2011-01-18,spring,0,1,20,0,Tuesday,Yes,Cloudy,0.22,0.2727,0.87,0,83,83,0.0
405,406,2011-01-18,spring,0,1,21,0,Tuesday,Yes,Cloudy,0.22,0.2424,0.93,0,41,41,0.1045
406,407,2011-01-18,spring,0,1,22,0,Tuesday,Yes,Cloudy,0.22,0.2576,0.93,0,33,33,0.0896
407,408,2011-01-18,spring,0,1,23,0,Tuesday,Yes,Cloudy,0.22,0.2727,0.93,1,19,20,0.0
408,409,2011-01-19,spring,0,1,0,0,Wednesday,Yes,Cloudy,0.22,0.2727,0.93,0,3,3,0.0
409,410,2011-01-19,spring,0,1,1,0,Wednesday,Yes,Rainy,0.22,0.2273,0.93,1,6,7,0.1343
410,411,2011-01-19,spring,0,1,2,0,Wednesday,Yes,Rainy,0.22,0.2273,0.93,0,3,3,0.1343
411,412,2011-01-19,spring,0,1,4,0,Wednesday,Yes,Rainy,0.22,0.2273,0.93,1,1,2,0.1343
412,413,2011-01-19,spring,0,1,5,0,Wednesday,Yes,Cloudy,0.22,0.2576,0.93,0,7,7,0.0896
413,414,2011-01-19,spring,0,1,6,0,Wednesday,Yes,Cloudy,0.22,0.2576,0.93,0,32,32,0.0896
414,415,2011-01-19,spring,0,1,7,0,Wednesday,Yes,Cloudy,0.24,0.2576,0.92,1,89,90,
415,416,2011-01-19,spring,0,1,8,0,Wednesday,Yes,Cloudy,0.24,0.2576,0.93,1,196,197,0.1045
416,417,2011-01-19,spring,0,1,9,0,Wednesday,Yes,Cloudy,0.24,0.2576,0.93,2,107,109,0.1045
417,418,2011-01-19,spring,0,1,10,0,Wednesday,Yes,Cloudy,0.26,0.2727,0.93,1,46,47,0.1343
418,419,2011-01-19,spring,0,1,11,0,Wednesday,Yes,Cloudy,0.28,0.303,0.87,5,47,52,0.0896
419,420,2011-01-19,spring,0,1,12,0,Wednesday,Yes,Cloudy,0.3,0.3182,0.81,5,65,70,0.0896
420,421,2011-01-19,spring,0,1,13,0,Wednesday,Yes,Clear,0.4,0.4091,0.62,11,67,78,0.2836
421,422,2011-01-19,spring,0,1,14,0,Wednesday,Yes,Clear,0.4,0.4091,0.58,7,68,75,0.2537
422,423,2011-01-19,spring,0,1,15,0,Wednesday,Yes,Clear,0.4,0.4091,0.54,4,78,82,
423,424,2011-01-19,spring,0,1,16,0,Wednesday,Yes,Clear,0.38,0.3939,0.58,10,94,104,0.3881
424,425,2011-01-19,spring,0,1,17,0,Wednesday,Yes,Clear,0.36,0.3333,0.57,7,190,197,0.3284
425,426,2011-01-19,spring,0,1,18,0,Wednesday,Yes,Clear,0.34,0.3182,0.61,5,156,161,0.2836
426,427,2011-01-19,spring,0,1,19,0,Wednesday,Yes,Clear,0.32,0.2879,0.57,4,108,112,0.4179
427,428,2011-01-19,spring,0,1,20,0,Wednesday,Yes,Clear,0.32,0.303,0.49,2,74,76,0.2985
428,429,2011-01-19,spring,0,1,21,0,Wednesday,Yes,Clear,0.32,0.2879,0.49,4,55,59,0.4179
429,430,2011-01-19,spring,0,1,22,0,Wednesday,Yes,Clear,0.3,0.303,0.52,6,53,59,0.1642
430,431,2011-01-19,spring,0,1,23,0,Wednesday,Yes,Clear,0.3,0.2727,0.52,1,27,28,0.4627
431,432,2011-01-20,spring,0,1,0,0,Thursday,Yes,Clear,0.26,0.2273,0.56,5,8,13,0.3881
432,433,2011-01-20,spring,0,1,1,0,Thursday,Yes,Clear,0.26,0.2727,0.56,2,3,5,0.0
433,434,2011-01-20,spring,0,1,2,0,Thursday,Yes,Clear,0.26,0.2727,0.56,0,2,2,0.0
434,435,2011-01-20,spring,0,1,3,0,Thursday,Yes,Clear,0.26,0.2576,0.56,0,1,1,0.1642
435,436,2011-01-20,spring,0,1,4,0,Thursday,Yes,Clear,0.26,0.2576,0.56,0,1,1,0.1642
436,437,2011-01-20,spring,0,1,5,0,Thursday,Yes,Clear,0.24,0.2273,0.6,0,6,6,0.2239
437,438,2011-01-20,spring,0,1,6,0,Thursday,Yes,Clear,0.22,0.2121,0.6,0,35,35,0.2239
438,439,2011-01-20,spring,0,1,7,0,Thursday,Yes,Clear,0.22,0.2121,0.55,1,100,101,0.2239
439,440,2011-01-20,spring,0,1,8,0,Thursday,Yes,Clear,0.22,0.2121,0.55,2,247,249,0.2836
440,441,2011-01-20,spring,0,1,9,0,Thursday,Yes,Cloudy,0.24,0.2273,0.52,3,140,143,0.2239
441,442,2011-01-20,spring,0,1,10,0,Thursday,Yes,Clear,0.26,0.2273,0.48,1,56,57,0.2985
442,443,2011-01-20,spring,0,1,11,0,Thursday,Yes,Cloudy,0.28,0.2727,0.45,5,63,68,0.1642
443,444,2011-01-20,spring,0,1,12,0,Thursday,Yes,Cloudy,0.3,0.3333,0.42,7,77,84,0.0
444,445,2011-01-20,spring,0,1,13,0,Thursday,Yes,Cloudy,0.28,0.2879,0.45,12,86,98,0.1045
445,446,2011-01-20,spring,0,1,14,0,Thursday,Yes,Cloudy,0.3,0.303,0.45,6,75,81,0.1343
446,447,2011-01-20,spring,0,1,15,0,Thursday,Yes,Cloudy,0.32,0.3182,0.45,8,62,70,0.19399999999999998
447,448,2011-01-20,spring,0,1,16,0,Thursday,Yes,Cloudy,0.3,0.303,0.49,8,83,91,0.1343
448,449,2011-01-20,spring,0,1,17,0,Thursday,Yes,Cloudy,0.3,0.3182,0.49,8,207,215,0.1045
449,450,2011-01-20,spring,0,1,18,0,Thursday,Yes,Cloudy,0.26,0.2576,0.56,1,184,185,0.19399999999999998
450,451,2011-01-20,spring,0,1,19,0,Thursday,Yes,Clear,0.26,0.2273,0.56,6,146,152,0.3284
451,452,2011-01-20,spring,0,1,20,0,Thursday,Yes,Cloudy,0.26,0.2424,0.6,2,124,126,0.2836
452,453,2011-01-20,spring,0,1,21,0,Thursday,Yes,Cloudy,0.24,0.2273,0.6,3,54,57,0.2537
453,454,2011-01-20,spring,0,1,22,0,Thursday,Yes,Cloudy,0.24,0.2121,0.65,0,56,56,0.2836
454,455,2011-01-20,spring,0,1,23,0,Thursday,Yes,Cloudy,0.24,0.2121,0.65,3,28,31,0.3284
455,456,2011-01-21,spring,0,1,0,0,Friday,Yes,Cloudy,0.24,0.2273,0.7,1,20,21,0.2537
456,457,2011-01-21,spring,0,1,1,0,Friday,Yes,Cloudy,0.24,0.2273,0.7,0,6,6,0.2537
457,458,2011-01-21,spring,0,1,2,0,Friday,Yes,Rainy,0.24,0.2424,0.75,0,2,2,0.1642
458,459,2011-01-21,spring,0,1,3,0,Friday,Yes,Rainy,0.22,0.2121,0.8,0,1,1,0.2985
459,460,2011-01-21,spring,0,1,4,0,Friday,Yes,Cloudy,0.22,0.2576,0.87,0,1,1,0.0896
460,461,2011-01-21,spring,0,1,5,0,Friday,Yes,Clear,0.24,0.19699999999999998,0.6,1,4,5,0.4179
461,462,2011-01-21,spring,0,1,6,0,Friday,Yes,Clear,0.22,0.2121,0.55,0,27,27,0.2537
462,463,2011-01-21,spring,0,1,7,0,Friday,Yes,Clear,0.2,0.1818,0.51,2,66,68,
463,464,2011-01-21,spring,0,1,8,0,Friday,Yes,Clear,0.2,0.1818,0.47,7,210,217,0.3284
464,465,2011-01-21,spring,0,1,9,0,Friday,Yes,Clear,0.2,0.1818,0.51,7,159,166,0.3582
465,466,2011-01-21,spring,0,1,10,0,Friday,Yes,Clear,0.2,0.1667,0.47,6,57,63,0.4627
