,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
218,219,2011-01-10,spring,0,1,9,0,Monday,Yes,Cloudy,0.14,0.1212,0.5,0.2537,2.0,92.0,94.0
219,220,2011-01-10,spring,0,1,10,0,Monday,Yes,Cloudy,0.14,0.1212,0.5,0.2985,0.0,31.0,31.0
220,221,2011-01-10,spring,0,1,11,0,Monday,Yes,Cloudy,0.16,0.1364,0.47,0.2836,2.0,28.0,30.0
221,222,2011-01-10,spring,0,1,12,0,Monday,Yes,Cloudy,0.2,0.1818,,0.2836,,,52.0
222,223,2011-01-10,spring,0,1,13,0,Monday,Yes,Cloudy,0.2,0.1818,0.4,0.2836,4.0,50.0,
223,224,2011-01-10,spring,0,1,14,0,Monday,Yes,Cloudy,0.2,0.19699999999999998,0.4,0.2239,0.0,47.0,
224,225,2011-01-10,spring,0,1,15,0,Monday,Yes,Cloudy,0.2,0.19699999999999998,0.4,0.2239,2.0,43.0,45.0
225,226,2011-01-10,spring,0,1,16,0,Monday,Yes,,0.2,0.2121,0.4,0.1343,4.0,70.0,74.0
226,227,2011-01-10,spring,0,1,17,0,Monday,Yes,Clear,0.2,0.2273,0.4,0.1045,4.0,,
227,228,2011-01-10,spring,0,1,18,0,Monday,Yes,Clear,0.2,,0.4,0.2239,1.0,,155.0
228,229,2011-01-10,spring,0,1,19,0,Monday,Yes,Clear,0.16,0.1667,0.47,0.1642,3.0,92.0,95.0
229,230,2011-01-10,spring,0,1,20,0,Monday,Yes,,0.16,0.1667,0.5,0.1642,1.0,73.0,74.0
230,231,2011-01-10,spring,0,1,21,0,Monday,Yes,Clear,0.14,0.1364,0.59,0.19399999999999998,,37.0,38.0
231,232,2011-01-10,spring,0,1,22,0,Monday,Yes,Clear,0.14,0.1515,0.59,0.1642,2.0,22.0,24.0
232,233,2011-01-10,spring,0,1,23,0,Monday,Yes,Clear,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0
233,234,2011-01-11,spring,0,1,0,0,Tuesday,Yes,Clear,,0.1667,0.59,0.1045,2.0,10.0,12.0
234,235,2011-01-11,spring,0,1,1,0,Tuesday,Yes,Clear,0.14,0.1515,0.59,0.1642,0.0,3.0,
235,236,2011-01-11,spring,0,1,2,0,Tuesday,Yes,Cloudy,0.16,,0.55,0.19399999999999998,0.0,3.0,3.0
236,237,2011-01-11,spring,0,1,5,0,Tuesday,Yes,Cloudy,0.16,0.1818,0.55,0.1343,0.0,,6.0
237,238,2011-01-11,spring,0,1,6,0,Tuesday,Yes,Cloudy,0.16,0.1818,0.55,0.1343,0.0,27.0,27.0
238,239,2011-01-11,spring,0,1,7,0,Tuesday,Yes,Cloudy,0.16,0.2273,0.55,0.0,2.0,97.0,99.0
239,240,2011-01-11,spring,0,1,8,0,Tuesday,Yes,Cloudy,0.18,0.2121,0.51,0.0896,3.0,214.0,
240,241,2011-01-11,spring,0,1,9,0,Tuesday,Yes,Cloudy,0.18,0.19699999999999998,,0.1642,3.0,127.0,130.0
241,242,2011-01-11,spring,0,1,10,0,Tuesday,Yes,Cloudy,0.2,0.2121,,0.1642,3.0,51.0,54.0
242,243,2011-01-11,spring,0,1,11,0,Tuesday,Yes,Cloudy,0.2,0.2121,0.47,0.1343,4.0,31.0,35.0
243,244,2011-01-11,spring,0,1,12,0,Tuesday,Yes,Cloudy,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0
244,245,2011-01-11,spring,0,1,13,0,Tuesday,Yes,Cloudy,0.2,0.2273,0.59,0.0896,6.0,46.0,52.0
245,246,2011-01-11,spring,0,1,14,0,Tuesday,Yes,Cloudy,0.2,0.2273,0.59,0.0896,3.0,60.0,63.0
246,247,2011-01-11,spring,0,1,15,0,Tuesday,Yes,Cloudy,,0.19699999999999998,0.8,0.0896,2.0,45.0,47.0
247,248,2011-01-11,spring,0,1,16,0,Tuesday,Yes,Cloudy,0.16,0.1515,0.86,0.2239,4.0,72.0,
248,249,2011-01-11,spring,0,1,17,0,Tuesday,Yes,Cloudy,0.16,0.1515,0.86,0.2239,6.0,,136.0
249,250,2011-01-11,spring,0,1,18,0,Tuesday,Yes,Rainy,0.16,0.1818,0.93,0.1045,1.0,94.0,95.0
250,251,2011-01-11,spring,0,1,19,0,Tuesday,Yes,Rainy,0.16,0.2273,0.93,,0.0,51.0,51.0
251,252,2011-01-11,spring,0,1,20,0,Tuesday,Yes,Rainy,0.16,0.1515,,0.19399999999999998,0.0,32.0,32.0
252,253,2011-01-11,spring,0,1,21,0,Tuesday,Yes,Rainy,0.16,0.19699999999999998,0.86,0.0896,0.0,20.0,20.0
253,254,2011-01-11,spring,0,1,22,0,Tuesday,Yes,,0.16,0.1818,0.93,0.1045,1.0,,29.0
254,255,2011-01-11,spring,0,1,23,0,Tuesday,Yes,Rainy,0.16,0.19699999999999998,,0.0896,1.0,18.0,19.0
255,256,2011-01-12,spring,0,1,0,0,Wednesday,Yes,Cloudy,0.16,0.19699999999999998,0.86,0.0896,0.0,7.0,7.0
256,257,2011-01-12,spring,0,1,1,0,Wednesday,Yes,Cloudy,0.16,0.1818,0.86,0.1045,0.0,6.0,6.0
257,258,2011-01-12,spring,0,1,2,0,Wednesday,Yes,Clear,0.14,,0.86,0.1343,0.0,1.0,1.0
258,259,2011-01-12,spring,0,1,5,0,Wednesday,Yes,,0.14,0.1515,,0.1642,0.0,,5.0
259,260,2011-01-12,spring,0,1,6,0,Wednesday,Yes,Clear,0.12,0.1515,0.93,0.1343,0.0,16.0,16.0
260,261,2011-01-12,spring,0,1,7,0,Wednesday,Yes,,0.14,0.1515,0.69,0.1343,0.0,54.0,54.0
261,262,2011-01-12,spring,0,1,8,0,Wednesday,Yes,Clear,0.16,0.1667,0.59,0.1642,3.0,,128.0
262,263,2011-01-12,spring,0,1,9,0,Wednesday,Yes,Clear,0.16,0.1364,0.59,0.3284,3.0,78.0,81.0
263,264,2011-01-12,spring,0,1,10,0,Wednesday,Yes,Clear,0.18,0.1818,0.55,0.2239,0.0,39.0,39.0
264,265,2011-01-12,spring,0,1,11,0,Wednesday,Yes,Clear,0.2,0.1818,0.51,0.3881,3.0,32.0,35.0
265,266,2011-01-12,spring,0,1,12,0,Wednesday,Yes,Clear,0.2,0.1515,0.47,0.5821,3.0,52.0,55.0
266,267,2011-01-12,spring,0,1,13,0,Wednesday,Yes,Clear,0.22,0.19699999999999998,0.44,0.3582,0.0,49.0,49.0
267,268,2011-01-12,spring,0,1,14,0,Wednesday,Yes,Clear,0.2,0.1818,0.47,0.3284,0.0,44.0,44.0
268,269,2011-01-12,spring,0,1,15,0,Wednesday,Yes,Clear,,0.1667,0.47,,1.0,48.0,49.0
269,270,2011-01-12,spring,0,1,16,0,Wednesday,Yes,Clear,0.22,0.19699999999999998,0.44,0.3284,5.0,63.0,
270,271,2011-01-12,spring,0,1,17,0,Wednesday,Yes,Clear,,0.1818,0.47,0.3582,0.0,139.0,139.0
271,272,2011-01-12,spring,0,1,18,0,Wednesday,Yes,Clear,0.2,0.1515,0.47,0.5224,2.0,135.0,137.0
272,273,2011-01-12,spring,0,1,19,0,Wednesday,Yes,Clear,0.18,0.1515,,0.4179,1.0,82.0,83.0
273,274,2011-01-12,spring,0,1,20,0,Wednesday,Yes,Clear,0.16,,0.5,0.3284,2.0,54.0,56.0
274,275,2011-01-12,spring,0,1,21,0,Wednesday,Yes,,0.16,0.1364,0.55,0.3284,0.0,57.0,57.0
275,276,2011-01-12,spring,0,1,22,0,Wednesday,Yes,Clear,0.16,,0.55,0.4478,1.0,32.0,33.0
276,277,2011-01-12,spring,0,1,23,0,Wednesday,Yes,Clear,0.14,0.1061,0.59,0.4179,1.0,19.0,20.0
277,278,2011-01-13,spring,0,1,0,0,Thursday,Yes,,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0
278,279,2011-01-13,spring,0,1,1,0,Thursday,Yes,Clear,,0.1212,0.5,0.2836,0.0,2.0,2.0
279,280,2011-01-13,spring,0,1,2,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0.3582,0.0,2.0,2.0
280,281,2011-01-13,spring,0,1,3,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0.3284,,3.0,
281,282,2011-01-13,spring,0,1,4,0,Thursday,Yes,Clear,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0
282,283,2011-01-13,spring,0,1,5,0,Thursday,Yes,Clear,0.14,0.1212,0.5,,0.0,3.0,3.0
283,284,2011-01-13,spring,0,1,6,0,Thursday,Yes,Clear,0.12,0.1515,0.54,0.1343,0.0,28.0,
284,285,2011-01-13,spring,0,1,7,0,Thursday,Yes,Clear,0.12,,0.54,0.1343,0.0,72.0,72.0
285,286,2011-01-13,spring,0,1,8,0,Thursday,Yes,Clear,0.14,,0.5,0.19399999999999998,5.0,197.0,202.0
286,287,2011-01-13,spring,0,1,9,0,Thursday,Yes,Clear,0.14,,,0.3284,2.0,137.0,139.0
287,288,2011-01-13,spring,0,1,10,0,Thursday,Yes,Cloudy,0.16,0.1364,0.5,,2.0,36.0,38.0
288,289,2011-01-13,spring,0,1,11,0,Thursday,Yes,Cloudy,,0.1667,0.44,0.4478,4.0,33.0,37.0
289,290,2011-01-13,spring,0,1,12,0,Thursday,Yes,Clear,0.2,,0.44,0.4179,3.0,49.0,52.0
290,291,2011-01-13,spring,0,1,13,0,Thursday,Yes,,0.22,0.19699999999999998,0.41,0.4478,2.0,81.0,83.0
291,292,2011-01-13,spring,0,1,14,0,Thursday,Yes,Clear,0.22,0.19699999999999998,0.41,0.3881,3.0,,
292,293,2011-01-13,spring,0,1,15,0,Thursday,Yes,Clear,0.24,0.2121,,0.2985,5.0,55.0,
293,294,2011-01-13,spring,0,1,16,0,Thursday,Yes,Clear,0.24,0.2121,,0.3582,2.0,76.0,78.0
294,295,2011-01-13,spring,0,1,17,0,Thursday,Yes,Clear,0.2,0.1818,0.4,0.2836,4.0,158.0,162.0
295,296,2011-01-13,spring,0,1,18,0,Thursday,Yes,Clear,0.2,0.1818,0.4,0.3284,3.0,141.0,144.0
296,297,2011-01-13,spring,0,1,19,0,Thursday,Yes,Clear,0.16,0.1515,0.47,0.2537,1.0,98.0,99.0
297,298,2011-01-13,spring,0,1,20,0,Thursday,Yes,Clear,0.16,0.1515,0.47,0.2239,,,64.0
298,299,2011-01-13,spring,0,1,21,0,Thursday,Yes,,,0.1212,0.46,0.2985,0.0,40.0,40.0
299,300,2011-01-13,spring,0,1,22,0,Thursday,Yes,Clear,0.14,0.1212,0.46,0.3284,0.0,30.0,30.0
300,301,2011-01-13,spring,0,1,23,0,Thursday,Yes,,0.12,0.1364,0.5,0.19399999999999998,1.0,14.0,15.0
301,302,2011-01-14,spring,0,1,0,0,Friday,Yes,Clear,0.12,0.1364,0.5,0.19399999999999998,0.0,14.0,14.0
302,303,2011-01-14,spring,0,1,1,0,Friday,Yes,Clear,0.1,0.1212,0.54,,0.0,5.0,5.0
303,304,2011-01-14,spring,0,1,2,0,Friday,Yes,Clear,,,0.54,0.1343,0.0,1.0,1.0
304,305,2011-01-14,spring,0,1,3,0,Friday,Yes,Clear,0.1,0.1364,0.54,0.1045,0.0,1.0,
305,306,2011-01-14,spring,0,1,5,0,Friday,Yes,Clear,0.1,0.1364,0.54,0.0896,0.0,8.0,8.0
306,307,2011-01-14,spring,0,1,6,0,Friday,Yes,Clear,0.1,0.1818,0.54,0.0,0.0,17.0,17.0
307,308,2011-01-14,spring,0,1,7,0,Friday,Yes,Clear,,0.1212,0.74,0.1642,,70.0,70.0
308,309,2011-01-14,spring,0,1,8,0,Friday,Yes,Clear,0.12,0.1667,0.68,0.0,2.0,156.0,
309,310,2011-01-14,spring,0,1,9,0,Friday,Yes,Clear,0.14,,0.69,0.1343,0.0,117.0,117.0
310,311,2011-01-14,spring,0,1,10,0,Friday,Yes,Clear,0.18,0.1818,0.55,0.19399999999999998,4.0,40.0,44.0
311,312,2011-01-14,spring,0,1,11,0,Friday,Yes,Clear,0.18,0.1667,,0.2836,6.0,47.0,53.0
312,313,2011-01-14,spring,0,1,12,0,Friday,Yes,Clear,0.2,0.19699999999999998,0.44,0.2537,2.0,59.0,61.0
313,314,2011-01-14,spring,0,1,13,0,Friday,Yes,Clear,0.22,0.19699999999999998,0.37,0.3881,4.0,73.0,77.0
314,315,2011-01-14,spring,0,1,14,0,Friday,Yes,,0.22,0.2121,0.41,0.2836,5.0,59.0,64.0
315,316,2011-01-14,spring,0,1,15,0,Friday,Yes,Clear,0.24,0.2424,0.38,0.1642,9.0,59.0,68.0
316,317,2011-01-14,spring,0,1,16,0,Friday,Yes,,0.22,0.2424,0.41,0.1045,3.0,87.0,90.0
317,318,2011-01-14,spring,0,1,17,0,Friday,Yes,Clear,,0.2273,0.41,0.1642,4.0,155.0,159.0
318,319,2011-01-14,spring,0,1,18,0,Friday,Yes,Clear,0.2,0.2576,0.47,0.0,5.0,134.0,139.0
319,320,2011-01-14,spring,0,1,19,0,Friday,Yes,Clear,,0.19699999999999998,0.59,0.0896,3.0,89.0,92.0
320,321,2011-01-14,spring,0,1,20,0,Friday,Yes,Clear,0.18,0.2424,,0.0,0.0,68.0,68.0
321,322,2011-01-14,spring,0,1,21,0,Friday,Yes,Clear,0.16,,0.69,0.0,4.0,48.0,52.0
322,323,2011-01-14,spring,0,1,22,0,Friday,Yes,Cloudy,0.16,0.2273,0.69,0.0,2.0,34.0,36.0
323,324,2011-01-14,spring,0,1,23,0,Friday,Yes,Cloudy,0.18,0.2424,0.55,0.0,1.0,26.0,27.0
324,325,2011-01-15,spring,0,1,0,0,Saturday,No,Clear,0.18,0.2424,0.55,0.0,3.0,25.0,28.0
325,326,2011-01-15,spring,0,1,1,0,Saturday,No,Cloudy,0.16,0.19699999999999998,0.59,0.0896,2.0,18.0,20.0
326,327,2011-01-15,spring,0,1,2,0,Saturday,No,Cloudy,,0.19699999999999998,0.59,0.0896,0.0,12.0,
327,328,2011-01-15,spring,0,1,3,0,Saturday,No,Cloudy,0.16,0.2273,0.59,0.0,1.0,7.0,8.0
328,329,2011-01-15,spring,0,1,4,0,Saturday,No,Cloudy,0.16,0.2273,0.59,0.0,0.0,5.0,5.0
329,330,2011-01-15,spring,0,1,5,0,Saturday,No,Clear,0.16,0.2273,0.59,0.0,0.0,1.0,1.0
330,331,2011-01-15,spring,0,1,6,0,Saturday,No,Clear,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0
331,332,2011-01-15,spring,0,1,7,0,Saturday,No,Clear,0.14,0.2121,0.63,0.0,1.0,9.0,10.0
332,333,2011-01-15,spring,0,1,8,0,Saturday,No,Clear,0.14,0.1515,0.63,0.1343,1.0,22.0,23.0
333,334,2011-01-15,spring,0,1,9,0,Saturday,No,,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0
334,335,2011-01-15,spring,0,1,10,0,Saturday,No,Clear,0.18,0.19699999999999998,0.59,0.1642,2.0,57.0,
335,336,2011-01-15,spring,0,1,11,0,Saturday,No,Clear,0.2,0.19699999999999998,0.55,0.2239,18.0,54.0,72.0
336,337,2011-01-15,spring,0,1,12,0,Saturday,No,Clear,0.24,0.2273,,0.2239,15.0,74.0,89.0
337,338,2011-01-15,spring,0,1,13,0,Saturday,No,Clear,0.28,0.2576,0.38,0.2985,21.0,,101.0
338,339,2011-01-15,spring,0,1,14,0,Saturday,No,Clear,0.3,,0.39,0.2836,26.0,92.0,118.0
339,340,2011-01-15,spring,0,1,15,0,Saturday,No,Cloudy,0.32,0.3182,0.36,0.19399999999999998,21.0,108.0,129.0
340,341,2011-01-15,spring,0,1,16,0,Saturday,No,Cloudy,0.34,0.3333,,0.19399999999999998,33.0,95.0,128.0
341,342,2011-01-15,spring,0,1,17,0,Saturday,No,Cloudy,0.32,0.303,,0.2836,29.0,54.0,83.0
342,343,2011-01-15,spring,0,1,18,0,Saturday,No,Cloudy,0.3,0.2879,0.45,0.2537,,69.0,84.0
343,344,2011-01-15,spring,0,1,19,0,Saturday,No,Cloudy,0.32,0.303,0.39,0.2537,14.0,60.0,74.0
344,345,2011-01-15,spring,0,1,20,0,Saturday,No,Cloudy,,0.303,0.39,0.2537,6.0,35.0,41.0
345,346,2011-01-15,spring,0,1,21,0,Saturday,No,Cloudy,,,0.39,0.2239,6.0,51.0,57.0
346,347,2011-01-15,spring,0,1,22,0,Saturday,No,Cloudy,0.3,0.3182,0.42,0.1045,0.0,26.0,26.0
347,348,2011-01-15,spring,0,1,23,0,Saturday,No,Clear,0.3,0.2879,0.45,0.2836,5.0,39.0,44.0
348,349,2011-01-16,spring,0,1,0,0,Sunday,No,Clear,0.26,0.303,0.56,0.0,6.0,33.0,39.0
349,350,2011-01-16,spring,0,1,1,0,Sunday,No,Clear,0.26,0.2727,0.56,0.1343,4.0,19.0,23.0
350,351,2011-01-16,spring,0,1,2,0,Sunday,No,Clear,,0.2879,0.56,0.0896,,13.0,16.0
351,352,2011-01-16,spring,0,1,3,0,Sunday,No,Clear,0.22,0.2727,0.69,0.0,9.0,6.0,15.0
352,353,2011-01-16,spring,0,1,4,0,Sunday,No,Clear,,0.2576,0.56,,0.0,1.0,1.0
353,354,2011-01-16,spring,0,1,5,0,Sunday,No,Cloudy,0.26,0.2576,0.56,0.1642,1.0,1.0,2.0
354,355,2011-01-16,spring,0,1,6,0,Sunday,No,Cloudy,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
355,356,2011-01-16,spring,0,1,7,0,Sunday,No,Cloudy,0.24,0.2121,0.56,0.2985,0.0,3.0,
356,357,2011-01-16,spring,0,1,8,0,Sunday,No,Clear,0.22,0.2121,0.55,0.2836,0.0,18.0,18.0
357,358,2011-01-16,spring,0,1,9,0,Sunday,No,Clear,0.22,0.2121,0.51,0.2537,3.0,29.0,
358,359,2011-01-16,spring,0,1,10,0,Sunday,No,Clear,0.22,0.2121,0.51,0.2836,,71.0,79.0
359,360,2011-01-16,spring,0,1,11,0,Sunday,No,Clear,0.24,0.2273,0.44,0.2537,23.0,70.0,93.0
360,361,2011-01-16,spring,0,1,12,0,Sunday,No,Clear,0.24,0.2121,0.41,0.2836,29.0,75.0,104.0
361,362,2011-01-16,spring,0,1,13,0,Sunday,No,Clear,0.26,0.2273,0.35,0.2985,23.0,95.0,118.0
362,363,2011-01-16,spring,0,1,14,0,Sunday,No,Clear,0.28,0.2727,0.36,0.2537,,69.0,91.0
363,364,2011-01-16,spring,0,1,15,0,Sunday,No,,0.26,0.2424,0.38,,35.0,78.0,113.0
364,365,2011-01-16,spring,0,1,16,0,Sunday,No,Clear,0.24,0.2273,,0.2239,22.0,77.0,99.0
365,366,2011-01-16,spring,0,1,17,0,Sunday,No,Clear,,0.2121,0.37,0.2537,23.0,82.0,105.0
366,367,2011-01-16,spring,0,1,18,0,Sunday,No,Clear,0.2,0.2121,0.4,0.1642,11.0,56.0,67.0
367,368,2011-01-16,spring,0,1,19,0,Sunday,No,Clear,0.18,,0.47,0.1343,14.0,47.0,61.0
368,369,2011-01-16,spring,0,1,20,0,Sunday,No,Clear,0.18,0.19699999999999998,0.47,0.1642,7.0,50.0,57.0
369,370,2011-01-16,spring,0,1,21,0,Sunday,No,Clear,0.18,,0.51,0.1642,6.0,22.0,28.0
370,371,2011-01-16,spring,0,1,22,0,Sunday,No,Cloudy,0.2,0.2121,0.49,0.1343,2.0,19.0,21.0
371,372,2011-01-16,spring,0,1,23,0,Sunday,No,Cloudy,0.2,0.2273,0.4,0.1045,0.0,18.0,18.0
372,373,2011-01-17,spring,0,1,0,1,Monday,No,Cloudy,0.2,0.19699999999999998,0.47,0.2239,1.0,,17.0
373,374,2011-01-17,spring,0,1,1,1,Monday,No,Cloudy,0.2,0.19699999999999998,,0.19399999999999998,1.0,15.0,16.0
374,375,2011-01-17,spring,0,1,2,1,Monday,No,Cloudy,0.18,0.1667,,0.2537,0.0,8.0,8.0
375,376,2011-01-17,spring,0,1,3,1,Monday,No,Cloudy,0.18,0.1818,0.43,0.19399999999999998,0.0,,2.0
376,377,2011-01-17,spring,0,1,4,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.43,0.1343,1.0,2.0,3.0
377,378,2011-01-17,spring,0,1,5,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.43,,0.0,1.0,1.0
378,379,2011-01-17,spring,0,1,6,1,Monday,No,Cloudy,0.18,0.1818,0.43,0.19399999999999998,0.0,5.0,5.0
379,380,2011-01-17,spring,0,1,7,1,Monday,No,Cloudy,0.16,0.1818,,0.1343,4.0,9.0,13.0
380,381,2011-01-17,spring,0,1,8,1,Monday,No,,0.16,0.1515,0.47,0.2239,,,33.0
381,382,2011-01-17,spring,0,1,9,1,Monday,No,Cloudy,0.16,0.1515,0.47,0.2239,8.0,39.0,47.0
382,383,2011-01-17,spring,0,1,10,1,Monday,No,Cloudy,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0
383,384,2011-01-17,spring,0,1,11,1,Monday,No,Cloudy,0.16,,0.55,0.19399999999999998,9.0,55.0,64.0
384,385,2011-01-17,spring,0,1,12,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.47,0.1343,10.0,70.0,80.0
385,386,2011-01-17,spring,0,1,13,1,Monday,No,Cloudy,0.18,0.19699999999999998,0.47,0.1343,13.0,80.0,93.0
386,387,2011-01-17,spring,0,1,14,1,Monday,No,Cloudy,0.18,0.2121,0.43,0.1045,12.0,74.0,86.0
387,388,2011-01-17,spring,0,1,15,1,Monday,No,Cloudy,,0.2121,0.47,0.1642,21.0,72.0,93.0
388,389,2011-01-17,spring,0,1,16,1,Monday,No,Cloudy,0.2,,0.47,0.1642,6.0,76.0,82.0
389,390,2011-01-17,spring,0,1,17,1,Monday,No,Clear,,0.19699999999999998,0.51,0.19399999999999998,4.0,67.0,71.0
390,391,2011-01-17,spring,0,1,18,1,Monday,No,Cloudy,0.18,0.1667,0.55,0.2537,7.0,85.0,92.0
391,392,2011-01-17,spring,0,1,19,1,Monday,No,Rainy,0.18,0.1818,0.59,0.19399999999999998,2.0,58.0,60.0
392,393,2011-01-17,spring,0,1,20,1,Monday,No,,0.16,0.1515,0.8,0.19399999999999998,4.0,29.0,33.0
393,394,2011-01-17,spring,0,1,21,1,Monday,No,Rainy,0.16,0.1515,0.8,0.19399999999999998,3.0,24.0,27.0
394,395,2011-01-17,spring,0,1,22,1,Monday,No,Rainy,0.14,,0.93,0.2537,0.0,13.0,13.0
395,396,2011-01-17,spring,0,1,23,1,Monday,No,Rainy,,0.1364,0.86,0.2836,1.0,,4.0
396,397,2011-01-18,spring,0,1,12,0,Tuesday,Yes,Cloudy,0.2,0.1818,0.86,0.3284,0.0,3.0,3.0
397,398,2011-01-18,spring,0,1,13,0,Tuesday,Yes,Cloudy,0.2,0.19699999999999998,,0.2239,0.0,22.0,22.0
398,399,2011-01-18,spring,0,1,14,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.8,0.1642,2.0,26.0,28.0
399,400,2011-01-18,spring,0,1,15,0,Tuesday,Yes,Cloudy,,0.2273,0.87,0.1642,3.0,32.0,35.0
400,401,2011-01-18,spring,0,1,16,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.87,,0.0,,
401,402,2011-01-18,spring,0,1,17,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.82,0.19399999999999998,1.0,124.0,125.0
402,403,2011-01-18,spring,0,1,18,0,Tuesday,Yes,,0.22,0.2273,0.8,0.1642,1.0,132.0,133.0
403,404,2011-01-18,spring,0,1,19,0,Tuesday,Yes,Cloudy,0.22,0.2273,0.8,0.1343,1.0,98.0,99.0
404,405,2011-01-18,spring,0,1,20,0,Tuesday,Yes,Cloudy,0.22,0.2727,0.87,0.0,0.0,83.0,83.0
405,406,2011-01-18,spring,0,1,21,0,Tuesday,Yes,Cloudy,0.22,0.2424,0.93,0.1045,0.0,41.0,41.0
406,407,2011-01-18,spring,0,1,22,0,Tuesday,Yes,Cloudy,0.22,0.2576,0.93,,0.0,33.0,33.0
407,408,2011-01-18,spring,0,1,23,0,Tuesday,Yes,Cloudy,0.22,0.2727,0.93,0.0,1.0,19.0,20.0
408,409,2011-01-19,spring,0,1,0,0,Wednesday,Yes,,0.22,0.2727,0.93,0.0,0.0,3.0,3.0
409,410,2011-01-19,spring,0,1,1,0,Wednesday,Yes,Rainy,0.22,0.2273,0.93,,1.0,,7.0
410,411,2011-01-19,spring,0,1,2,0,Wednesday,Yes,Rainy,0.22,0.2273,0.93,0.1343,0.0,3.0,3.0
411,412,2011-01-19,spring,0,1,4,0,Wednesday,Yes,Rainy,0.22,0.2273,0.93,0.1343,1.0,1.0,2.0
412,413,2011-01-19,spring,0,1,5,0,Wednesday,Yes,Cloudy,,0.2576,0.93,0.0896,0.0,7.0,7.0
413,414,2011-01-19,spring,0,1,6,0,Wednesday,Yes,Cloudy,0.22,0.2576,0.93,0.0896,0.0,32.0,32.0
414,415,2011-01-19,spring,0,1,7,0,Wednesday,Yes,Cloudy,0.24,0.2576,0.92,0.1045,1.0,89.0,90.0
415,416,2011-01-19,spring,0,1,8,0,Wednesday,Yes,Cloudy,0.24,0.2576,0.93,0.1045,1.0,196.0,197.0
416,417,2011-01-19,spring,0,1,9,0,Wednesday,Yes,,0.24,0.2576,0.93,0.1045,2.0,107.0,109.0
417,418,2011-01-19,spring,0,1,10,0,Wednesday,Yes,Cloudy,0.26,0.2727,0.93,0.1343,1.0,46.0,47.0
418,419,2011-01-19,spring,0,1,11,0,Wednesday,Yes,Cloudy,0.28,0.303,0.87,0.0896,,47.0,52.0
419,420,2011-01-19,spring,0,1,12,0,Wednesday,Yes,Cloudy,0.3,0.3182,0.81,0.0896,,65.0,70.0
420,421,2011-01-19,spring,0,1,13,0,Wednesday,Yes,,0.4,0.4091,0.62,0.2836,11.0,67.0,78.0
421,422,2011-01-19,spring,0,1,14,0,Wednesday,Yes,Clear,0.4,0.4091,0.58,0.2537,7.0,68.0,75.0
422,423,2011-01-19,spring,0,1,15,0,Wednesday,Yes,,0.4,0.4091,0.54,0.2836,4.0,78.0,82.0
423,424,2011-01-19,spring,0,1,16,0,Wednesday,Yes,,0.38,0.3939,0.58,0.3881,10.0,94.0,104.0
424,425,2011-01-19,spring,0,1,17,0,Wednesday,Yes,Clear,0.36,0.3333,0.57,0.3284,7.0,190.0,197.0
425,426,2011-01-19,spring,0,1,18,0,Wednesday,Yes,Clear,0.34,0.3182,0.61,0.2836,5.0,156.0,161.0
426,427,2011-01-19,spring,0,1,19,0,Wednesday,Yes,Clear,,,0.57,0.4179,4.0,108.0,112.0
427,428,2011-01-19,spring,0,1,20,0,Wednesday,Yes,Clear,0.32,0.303,0.49,,2.0,74.0,76.0
428,429,2011-01-19,spring,0,1,21,0,Wednesday,Yes,Clear,0.32,0.2879,0.49,0.4179,4.0,55.0,
429,430,2011-01-19,spring,0,1,22,0,Wednesday,Yes,Clear,0.3,0.303,0.52,0.1642,6.0,53.0,59.0
430,431,2011-01-19,spring,0,1,23,0,Wednesday,Yes,,0.3,0.2727,0.52,0.4627,1.0,27.0,28.0
431,432,2011-01-20,spring,0,1,0,0,Thursday,Yes,Clear,0.26,,0.56,0.3881,5.0,8.0,13.0
432,433,2011-01-20,spring,0,1,1,0,Thursday,Yes,Clear,0.26,0.2727,0.56,0.0,2.0,3.0,5.0
433,434,2011-01-20,spring,0,1,2,0,Thursday,Yes,,,0.2727,0.56,0.0,0.0,2.0,2.0
434,435,2011-01-20,spring,0,1,3,0,Thursday,Yes,Clear,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
435,436,2011-01-20,spring,0,1,4,0,Thursday,Yes,Clear,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
